id,model_id,group_id,create_uid,write_uid,name,active,perm_read,perm_write,perm_create,perm_unlink,create_date,write_date
224,164,4,1,1,mail.activity.type.system,t,t,t,t,t,2024-04-18 07:40:31.747973,2024-04-18 07:40:31.747973
225,168,4,1,1,access_mail_blacklist_system,t,t,t,t,t,2024-04-18 07:40:31.747973,2024-04-18 07:40:31.747973
226,219,1,1,1,access.mail.wizard.invite,t,t,t,t,f,2024-04-18 07:40:31.747973,2024-04-18 07:40:31.747973
227,213,1,1,1,access.mail.compose.message,t,t,t,t,f,2024-04-18 07:40:31.747973,2024-04-18 07:40:31.747973
228,213,10,1,1,access.mail.compose.message.portal,t,t,t,t,f,2024-04-18 07:40:31.747973,2024-04-18 07:40:31.747973
229,215,1,1,1,access.mail.resend.message,t,t,t,t,f,2024-04-18 07:40:31.747973,2024-04-18 07:40:31.747973
230,216,1,1,1,access.mail.resend.partner,t,t,t,t,f,2024-04-18 07:40:31.747973,2024-04-18 07:40:31.747973
231,217,1,1,1,access.mail.template.preview,t,t,t,t,f,2024-04-18 07:40:31.747973,2024-04-18 07:40:31.747973
232,212,4,1,1,acesss.mail.blacklist.remove.system,t,t,t,t,t,2024-04-18 07:40:31.747973,2024-04-18 07:40:31.747973
233,206,1,1,1,mail.guest,t,t,f,f,f,2024-04-18 07:40:31.747973,2024-04-18 07:40:31.747973
234,206,4,1,1,mail.guest,t,t,t,t,t,2024-04-18 07:40:31.747973,2024-04-18 07:40:31.747973
235,180,4,1,1,mail.ice.server.system,t,t,t,t,t,2024-04-18 07:40:31.747973,2024-04-18 07:40:31.747973
236,183,1,1,1,res.users.settings.volumes,t,t,t,t,t,2024-04-18 07:40:31.747973,2024-04-18 07:40:31.747973
237,218,12,1,1,access.mail.template.reset,t,t,t,t,t,2024-04-18 07:40:31.747973,2024-04-18 07:40:31.747973
238,27,1,1,1,ir.actions.report.access.user,t,t,f,f,f,2024-04-18 07:40:31.747973,2024-04-18 07:40:31.747973
239,171,2,1,1,mail.link.preview.admin,t,t,t,t,t,2024-04-18 07:40:31.747973,2024-04-18 07:40:31.747973
240,204,1,1,1,discuss.gif.favorite,t,t,t,t,t,2024-04-18 07:40:31.747973,2024-04-18 07:40:31.747973
241,205,4,1,1,discuss.voice.metadata.user,t,t,t,t,t,2024-04-18 07:40:31.747973,2024-04-18 07:40:31.747973
242,200,4,1,1,access_mail_partner_device,t,t,t,t,t,2024-04-18 07:40:31.747973,2024-04-18 07:40:31.747973
243,199,4,1,1,access_mail_notification_web_push,t,t,t,t,t,2024-04-18 07:40:31.747973,2024-04-18 07:40:31.747973
244,175,4,1,1,mail.message.translation,t,t,t,t,t,2024-04-18 07:40:31.747973,2024-04-18 07:40:31.747973
20,65,1,1,1,ir_module_category group_user,t,t,f,f,f,2024-04-18 07:38:41.908233,2024-04-18 07:40:38.671091
245,344,1,1,1,access_base_module_install_request,t,t,t,t,f,2024-04-18 07:40:38.671091,2024-04-18 07:40:38.671091
246,345,4,1,1,access_base_module_install_review,t,t,t,t,f,2024-04-18 07:40:38.671091,2024-04-18 07:40:38.671091
247,66,1,1,1,ir_module_module group_user,t,t,f,f,f,2024-04-18 07:40:38.671091,2024-04-18 07:40:38.671091
248,348,,1,1,access.phone.blacklist.all,t,f,f,f,f,2024-04-18 07:40:39.777727,2024-04-18 07:40:39.777727
249,348,4,1,1,access.phone.blacklist.system,t,t,t,t,t,2024-04-18 07:40:39.777727,2024-04-18 07:40:39.777727
250,350,4,1,1,acesss.phone.blacklist.remove.system,t,t,t,t,t,2024-04-18 07:40:39.777727,2024-04-18 07:40:39.777727
251,352,4,1,1,access_privacy_lookup_wizard,t,t,t,t,t,2024-04-18 07:40:41.336734,2024-04-18 07:40:41.336734
252,353,4,1,1,access_privacy_lookup_wizard_line,t,t,t,t,f,2024-04-18 07:40:41.336734,2024-04-18 07:40:41.336734
253,351,4,1,1,access_privacy_log,t,t,t,t,t,2024-04-18 07:40:41.336734,2024-04-18 07:40:41.336734
254,357,14,1,1,hr.employee.category.user,t,t,t,t,t,2024-04-18 07:40:41.811291,2024-04-18 07:40:41.811291
255,357,1,1,1,hr.employee.category.emp,t,t,f,f,f,2024-04-18 07:40:41.811291,2024-04-18 07:40:41.811291
256,356,14,1,1,hr.employee user,t,t,t,t,t,2024-04-18 07:40:41.811291,2024-04-18 07:40:41.811291
257,356,4,1,1,hr.employee system user,t,t,f,f,f,2024-04-18 07:40:41.811291,2024-04-18 07:40:41.811291
258,358,1,1,1,hr.employee_public,t,t,f,f,f,2024-04-18 07:40:41.811291,2024-04-18 07:40:41.811291
259,140,14,1,1,resource.resource.user,t,t,t,t,t,2024-04-18 07:40:41.811291,2024-04-18 07:40:41.811291
260,359,14,1,1,hr.department.user,t,t,t,t,t,2024-04-18 07:40:41.811291,2024-04-18 07:40:41.811291
261,359,1,1,1,hr.department.employee,t,t,f,f,f,2024-04-18 07:40:41.811291,2024-04-18 07:40:41.811291
262,361,14,1,1,hr.job user,t,t,t,t,t,2024-04-18 07:40:41.811291,2024-04-18 07:40:41.811291
263,363,14,1,1,access.hr.departure.wizard,t,t,t,t,f,2024-04-18 07:40:41.811291,2024-04-18 07:40:41.811291
264,362,1,1,1,access_hr_work_location_user,t,t,f,f,f,2024-04-18 07:40:41.811291,2024-04-18 07:40:41.811291
265,362,15,1,1,access_hr_work_location_manager,t,t,t,t,t,2024-04-18 07:40:41.811291,2024-04-18 07:40:41.811291
266,360,14,1,1,access_hr_departure_reason_user,t,t,t,t,t,2024-04-18 07:40:41.811291,2024-04-18 07:40:41.811291
267,354,14,1,1,hr.contract.type.manager,t,t,t,t,t,2024-04-18 07:40:41.811291,2024-04-18 07:40:41.811291
268,166,15,1,1,mail.activity.plan.hr.manager,t,t,t,t,t,2024-04-18 07:40:41.811291,2024-04-18 07:40:41.811291
269,167,15,1,1,mail.activity.plan.template.hr.manager,t,t,t,t,t,2024-04-18 07:40:41.811291,2024-04-18 07:40:41.811291
270,365,10,1,1,res.partner.autocomplete.sync.portal,t,t,f,t,f,2024-04-18 07:40:45.347796,2024-04-18 07:40:45.347796
271,365,1,1,1,res.partner.autocomplete.sync.user,t,t,t,t,f,2024-04-18 07:40:45.347796,2024-04-18 07:40:45.347796
272,365,4,1,1,res.partner.autocomplete.sync.system,t,t,t,t,t,2024-04-18 07:40:45.347796,2024-04-18 07:40:45.347796
273,367,9,1,1,access.portal.share,t,t,t,t,f,2024-04-18 07:40:45.771386,2024-04-18 07:40:45.771386
274,368,9,1,1,access.portal.wizard,t,t,t,t,f,2024-04-18 07:40:45.771386,2024-04-18 07:40:45.771386
275,369,9,1,1,access.portal.wizard.user,t,t,t,t,f,2024-04-18 07:40:45.771386,2024-04-18 07:40:45.771386
276,373,,1,1,access.sms.sms.all,t,f,f,f,f,2024-04-18 07:40:46.744909,2024-04-18 07:40:46.744909
277,373,4,1,1,access.sms.sms.system,t,t,t,t,t,2024-04-18 07:40:46.744909,2024-04-18 07:40:46.744909
278,374,,1,1,access.sms.template.all,t,f,f,f,f,2024-04-18 07:40:46.744909,2024-04-18 07:40:46.744909
279,374,1,1,1,access.sms.template.user,t,t,f,f,f,2024-04-18 07:40:46.744909,2024-04-18 07:40:46.744909
280,374,4,1,1,access.sms.template.system,t,t,t,t,t,2024-04-18 07:40:46.744909,2024-04-18 07:40:46.744909
281,375,,1,1,access.sms.tracker.all,t,f,f,f,f,2024-04-18 07:40:46.744909,2024-04-18 07:40:46.744909
282,375,4,1,1,access.sms.tracker.system,t,t,t,t,t,2024-04-18 07:40:46.744909,2024-04-18 07:40:46.744909
283,376,1,1,1,access.sms.composer,t,t,t,t,f,2024-04-18 07:40:46.744909,2024-04-18 07:40:46.744909
284,377,1,1,1,access.sms.resend.recipient,t,t,t,t,f,2024-04-18 07:40:46.744909,2024-04-18 07:40:46.744909
285,378,1,1,1,access.sms.resend,t,t,t,t,f,2024-04-18 07:40:46.744909,2024-04-18 07:40:46.744909
286,379,1,1,1,access.sms.template.preview,t,t,t,t,f,2024-04-18 07:40:46.744909,2024-04-18 07:40:46.744909
287,380,12,1,1,access.sms.template.reset,t,t,t,t,t,2024-04-18 07:40:46.744909,2024-04-18 07:40:46.744909
288,381,1,1,1,snailmail.letter.user,t,t,t,t,f,2024-04-18 07:40:47.88965,2024-04-18 07:40:47.88965
289,381,4,1,1,snailmail.letter.system,t,t,t,t,t,2024-04-18 07:40:47.88965,2024-04-18 07:40:47.88965
290,382,1,1,1,access.snailmail.letter.format.error,t,t,t,t,f,2024-04-18 07:40:47.88965,2024-04-18 07:40:47.88965
291,383,1,1,1,access.snailmail.letter.missing.required.fields,t,t,t,t,f,2024-04-18 07:40:47.88965,2024-04-18 07:40:47.88965
292,120,10,1,1,auth_totp_portal wizard access rules,t,t,t,t,t,2024-04-18 07:40:48.6014,2024-04-18 07:40:48.6014
293,384,2,1,1,digest.digest.administration,t,t,t,t,t,2024-04-18 07:40:48.807216,2024-04-18 07:40:48.807216
294,384,1,1,1,digest.digest.user,t,t,f,f,f,2024-04-18 07:40:48.807216,2024-04-18 07:40:48.807216
295,385,2,1,1,digest.tip.administration,t,t,t,t,t,2024-04-18 07:40:48.807216,2024-04-18 07:40:48.807216
296,385,1,1,1,digest.tip.user,t,t,f,f,f,2024-04-18 07:40:48.807216,2024-04-18 07:40:48.807216
297,386,14,1,1,hr.resume.line,t,t,t,t,t,2024-04-18 07:40:49.793622,2024-04-18 07:40:49.793622
298,386,1,1,1,hr.resume.line.employee,t,t,t,t,t,2024-04-18 07:40:49.793622,2024-04-18 07:40:49.793622
299,387,14,1,1,hr.resume.line.type,t,t,t,t,t,2024-04-18 07:40:49.793622,2024-04-18 07:40:49.793622
300,387,1,1,1,hr.resume.line.type.employee,t,t,f,f,f,2024-04-18 07:40:49.793622,2024-04-18 07:40:49.793622
301,392,14,1,1,hr.skill.type,t,t,t,t,t,2024-04-18 07:40:49.793622,2024-04-18 07:40:49.793622
302,392,1,1,1,hr.skill.type.employee,t,t,f,f,f,2024-04-18 07:40:49.793622,2024-04-18 07:40:49.793622
303,391,14,1,1,hr.skill.level,t,t,t,t,t,2024-04-18 07:40:49.793622,2024-04-18 07:40:49.793622
304,391,1,1,1,hr.skill.level.employee,t,t,f,f,f,2024-04-18 07:40:49.793622,2024-04-18 07:40:49.793622
305,388,14,1,1,hr.skill,t,t,t,t,t,2024-04-18 07:40:49.793622,2024-04-18 07:40:49.793622
306,388,1,1,1,hr.skill.employee,t,t,f,t,f,2024-04-18 07:40:49.793622,2024-04-18 07:40:49.793622
307,389,14,1,1,hr.employee.skill,t,t,t,t,t,2024-04-18 07:40:49.793622,2024-04-18 07:40:49.793622
308,389,1,1,1,hr.employee.skill,t,t,t,t,t,2024-04-18 07:40:49.793622,2024-04-18 07:40:49.793622
309,394,14,1,1,hr.employee.skill.report,t,t,f,f,f,2024-04-18 07:40:49.793622,2024-04-18 07:40:49.793622
310,390,14,1,1,hr.employee.skill.log,t,t,t,t,f,2024-04-18 07:40:49.793622,2024-04-18 07:40:49.793622
311,395,1,1,1,access_hr_employee_cv_wizard,t,t,t,t,f,2024-04-18 07:40:49.793622,2024-04-18 07:40:49.793622
312,397,1,1,1,access_spreadsheet_dashboard_group_user,t,t,f,f,f,2024-04-18 07:40:51.67663,2024-04-18 07:40:51.67663
313,398,1,1,1,spreadsheet_dashboard_user,t,t,f,f,f,2024-04-18 07:40:51.67663,2024-04-18 07:40:51.67663
314,397,16,1,1,access_spreadsheet_dashboard_group,t,t,t,t,t,2024-04-18 07:40:51.67663,2024-04-18 07:40:51.67663
315,398,16,1,1,spreadsheet_dashboard,t,t,t,t,t,2024-04-18 07:40:51.67663,2024-04-18 07:40:51.67663
316,399,1,1,1,access_spreadsheet_dashboard_share,t,t,t,t,t,2024-04-18 07:40:51.67663,2024-04-18 07:40:51.67663
317,408,11,1,1,website.public,t,t,f,f,f,2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475
318,408,10,1,1,website.public,t,t,f,f,f,2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475
319,408,1,1,1,website.public,t,t,f,f,f,2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475
320,408,18,1,1,website.website.designer,t,t,t,t,t,2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475
321,409,11,1,1,access_website_menu,t,t,f,f,f,2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475
322,409,10,1,1,access_website_menu,t,t,f,f,f,2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475
323,409,1,1,1,access_website_menu,t,t,f,f,f,2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475
324,409,18,1,1,Web Menu Manager,t,t,t,t,t,2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475
325,412,,1,1,access_website_rewrite,t,f,f,f,f,2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475
326,412,18,1,1,Web Rewrite Manager,t,t,t,t,t,2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475
327,410,18,1,1,Web Page Manager,t,t,t,t,t,2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475
328,424,18,1,1,Web Model Page Manager,t,t,t,t,t,2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475
329,424,19,1,1,Web Model Page Expose,t,t,f,f,f,2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475
330,16,17,1,1,access_website_ir_ui_view_restricted_editor,t,t,f,f,f,2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475
331,16,18,1,1,access_website_ir_ui_view_designer,t,t,t,t,t,2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475
332,18,18,1,1,access_website_ir_asset_designer,t,t,t,t,t,2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475
333,402,11,1,1,access_seo_public,t,t,f,f,f,2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475
334,402,10,1,1,access_seo_public,t,t,f,f,f,2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475
335,402,1,1,1,access_seo_public,t,t,f,f,f,2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475
336,402,18,1,1,access_seo_designer,t,t,t,t,t,2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475
337,423,18,1,1,access_website_visitor_designer,t,t,t,f,t,2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475
338,423,4,1,1,access_website_visitor_system,t,t,t,f,t,2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475
339,422,18,1,1,access_website_track_designer,t,t,t,t,t,2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475
340,422,4,1,1,access_website_track_system,t,t,t,t,t,2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475
341,411,18,1,1,access_website_designer_route,t,t,t,t,t,2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475
342,414,4,1,1,access_theme_ir_ui_view,t,t,t,t,t,2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475
343,413,4,1,1,theme_ir_asset_group_system,t,t,t,t,t,2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475
344,415,4,1,1,access_theme_ir_attachment,t,t,t,t,t,2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475
345,416,4,1,1,access_theme_website_menu,t,t,t,t,t,2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475
346,417,4,1,1,access_theme_website_page,t,t,t,t,t,2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475
347,425,18,1,1,access.website.robots,t,t,t,t,f,2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475
348,421,,1,1,access_website_dynamic_filter,t,f,f,f,f,2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475
349,421,4,1,1,access_website_dynamic_filter,t,t,t,t,t,2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475
350,419,18,1,1,access_website_configurator_feature_designer,t,t,t,t,t,2024-04-18 07:40:52.262475,2024-04-18 07:40:52.262475
351,426,1,1,1,board.board,t,t,f,f,f,2024-04-18 07:41:04.619729,2024-04-18 07:41:04.619729
352,433,22,1,1,op_student_student,t,t,t,t,t,2024-04-18 07:41:05.464971,2024-04-18 07:41:05.464971
353,433,21,1,1,op_student_faculty,t,t,t,t,f,2024-04-18 07:41:05.464971,2024-04-18 07:41:05.464971
354,429,21,1,1,name_op_course_faculty,t,t,t,t,f,2024-04-18 07:41:05.464971,2024-04-18 07:41:05.464971
355,429,22,1,1,name_op_course_back_office_admin,t,t,t,t,t,2024-04-18 07:41:05.464971,2024-04-18 07:41:05.464971
356,427,21,1,1,name_op_batch_faculty,t,t,t,t,f,2024-04-18 07:41:05.464971,2024-04-18 07:41:05.464971
357,427,22,1,1,name_op_batch_back_office_admin,t,t,t,t,t,2024-04-18 07:41:05.464971,2024-04-18 07:41:05.464971
358,85,21,1,1,name_op_res_partner_faculty,t,t,t,t,f,2024-04-18 07:41:05.464971,2024-04-18 07:41:05.464971
359,85,22,1,1,name_op_res_partner_student,t,t,t,t,t,2024-04-18 07:41:05.464971,2024-04-18 07:41:05.464971
360,78,22,1,1,name_op_res_country_student,t,t,t,t,t,2024-04-18 07:41:05.464971,2024-04-18 07:41:05.464971
361,78,21,1,1,name_op_res_country_faculty,t,t,f,f,f,2024-04-18 07:41:05.464971,2024-04-18 07:41:05.464971
362,434,21,1,1,name_op_subject_faculty,t,t,t,t,t,2024-04-18 07:41:05.464971,2024-04-18 07:41:05.464971
363,434,22,1,1,name_op_subject_back_office_admin,t,t,t,t,t,2024-04-18 07:41:05.464971,2024-04-18 07:41:05.464971
364,430,21,1,1,op_faculty_faculty,t,t,f,f,f,2024-04-18 07:41:05.464971,2024-04-18 07:41:05.464971
365,430,22,1,1,name_op_faculty_back_office_admin,t,t,t,t,t,2024-04-18 07:41:05.464971,2024-04-18 07:41:05.464971
366,428,21,1,1,name_op_category_faculty,t,t,t,t,f,2024-04-18 07:41:05.464971,2024-04-18 07:41:05.464971
367,428,22,1,1,name_op_category_back_office_admin,t,t,t,t,t,2024-04-18 07:41:05.464971,2024-04-18 07:41:05.464971
368,432,21,1,1,name_op_student_course_faculty,t,t,t,t,f,2024-04-18 07:41:05.464971,2024-04-18 07:41:05.464971
369,432,22,1,1,name_op_student_course_back_office_admin,t,t,t,t,t,2024-04-18 07:41:05.464971,2024-04-18 07:41:05.464971
370,356,22,1,1,name_hr_employee_student,t,t,f,f,f,2024-04-18 07:41:05.464971,2024-04-18 07:41:05.464971
371,356,22,1,1,name_hr_employee_back_office,t,t,t,t,f,2024-04-18 07:41:05.464971,2024-04-18 07:41:05.464971
372,140,22,1,1,name_resource_resource_back_office_admin,t,t,t,t,f,2024-04-18 07:41:05.464971,2024-04-18 07:41:05.464971
373,435,21,1,1,access_op_subject_registration_faculty,t,t,t,t,f,2024-04-18 07:41:05.464971,2024-04-18 07:41:05.464971
374,431,22,1,1,access_op_department,t,t,t,t,t,2024-04-18 07:41:05.464971,2024-04-18 07:41:05.464971
375,431,21,1,1,access_op_department,t,t,f,f,f,2024-04-18 07:41:05.464971,2024-04-18 07:41:05.464971
376,438,22,1,1,name_wizard_op_faculty_employee,t,t,t,t,t,2024-04-18 07:41:05.464971,2024-04-18 07:41:05.464971
377,439,22,1,1,name_wizard_op_faculty,t,t,t,t,t,2024-04-18 07:41:05.464971,2024-04-18 07:41:05.464971
378,440,22,1,1,name_wizard_op_student,t,t,t,t,t,2024-04-18 07:41:05.464971,2024-04-18 07:41:05.464971
379,436,22,1,1,access_op_academic_term_back_office_admin,t,t,t,t,t,2024-04-18 07:41:05.464971,2024-04-18 07:41:05.464971
380,436,21,1,1,access_op_academic_term_faculty,t,t,f,f,f,2024-04-18 07:41:05.464971,2024-04-18 07:41:05.464971
381,437,22,1,1,access_op_academic_year_back_office_admin,t,t,t,t,t,2024-04-18 07:41:05.464971,2024-04-18 07:41:05.464971
382,437,21,1,1,access_op_academic_year_faculty,t,t,f,f,f,2024-04-18 07:41:05.464971,2024-04-18 07:41:05.464971
383,441,4,1,1,uom.category.manager,t,t,t,t,t,2024-04-18 07:41:09.112522,2024-04-18 07:41:09.112522
384,441,1,1,1,uom.category.user,t,t,f,f,f,2024-04-18 07:41:09.112522,2024-04-18 07:41:09.112522
385,442,4,1,1,uom.uom.manager,t,t,t,t,t,2024-04-18 07:41:09.112522,2024-04-18 07:41:09.112522
386,442,1,1,1,uom.uom.user,t,t,f,f,f,2024-04-18 07:41:09.112522,2024-04-18 07:41:09.112522
387,445,26,1,1,access_account_analytic_account,t,t,t,t,t,2024-04-18 07:41:09.65521,2024-04-18 07:41:09.65521
388,446,26,1,1,access_account_analytic_line,t,t,t,t,t,2024-04-18 07:41:09.65521,2024-04-18 07:41:09.65521
389,443,26,1,1,access_account_analytic_plan,t,t,t,t,t,2024-04-18 07:41:09.65521,2024-04-18 07:41:09.65521
390,444,26,1,1,access_account_analytic_applicability,t,t,t,t,t,2024-04-18 07:41:09.65521,2024-04-18 07:41:09.65521
391,448,26,1,1,access_account_analytic_distribution_model,t,t,t,t,t,2024-04-18 07:41:09.65521,2024-04-18 07:41:09.65521
392,453,1,1,1,Goal Employee,t,t,t,f,f,2024-04-18 07:41:11.133546,2024-04-18 07:41:11.133546
393,453,2,1,1,Goal Manager,t,t,t,t,t,2024-04-18 07:41:11.133546,2024-04-18 07:41:11.133546
394,453,10,1,1,Goal Portal,t,t,t,f,f,2024-04-18 07:41:11.133546,2024-04-18 07:41:11.133546
395,454,1,1,1,Goal Definition Employee,t,t,f,f,f,2024-04-18 07:41:11.133546,2024-04-18 07:41:11.133546
396,454,2,1,1,Goal Definition Manager,t,t,t,t,t,2024-04-18 07:41:11.133546,2024-04-18 07:41:11.133546
397,454,10,1,1,Goal Definition Portal,t,t,f,f,f,2024-04-18 07:41:11.133546,2024-04-18 07:41:11.133546
398,451,1,1,1,Goal Challenge Employee,t,t,f,f,f,2024-04-18 07:41:11.133546,2024-04-18 07:41:11.133546
399,451,2,1,1,Goal Challenge Manager,t,t,t,t,t,2024-04-18 07:41:11.133546,2024-04-18 07:41:11.133546
400,451,10,1,1,Goal Challenge Portal,t,t,f,f,f,2024-04-18 07:41:11.133546,2024-04-18 07:41:11.133546
401,452,1,1,1,Challenge Line Employee,t,t,f,f,f,2024-04-18 07:41:11.133546,2024-04-18 07:41:11.133546
402,452,2,1,1,Challenge Line Manager,t,t,t,t,t,2024-04-18 07:41:11.133546,2024-04-18 07:41:11.133546
403,452,10,1,1,Challenge Line Portal,t,t,f,f,f,2024-04-18 07:41:11.133546,2024-04-18 07:41:11.133546
404,449,1,1,1,Badge Employee,t,t,f,f,f,2024-04-18 07:41:11.133546,2024-04-18 07:41:11.133546
405,449,2,1,1,Badge Manager,t,t,t,t,t,2024-04-18 07:41:11.133546,2024-04-18 07:41:11.133546
406,449,10,1,1,Badge Portal,t,t,f,f,f,2024-04-18 07:41:11.133546,2024-04-18 07:41:11.133546
407,449,11,1,1,Badge Public,t,t,f,f,f,2024-04-18 07:41:11.133546,2024-04-18 07:41:11.133546
408,450,1,1,1,Badge-user Employee,t,t,t,t,f,2024-04-18 07:41:11.133546,2024-04-18 07:41:11.133546
409,450,2,1,1,Badge-user Manager,t,t,t,t,t,2024-04-18 07:41:11.133546,2024-04-18 07:41:11.133546
410,450,10,1,1,Badge-user Portal,t,t,t,t,f,2024-04-18 07:41:11.133546,2024-04-18 07:41:11.133546
411,450,11,1,1,Badge-user Public,t,t,f,f,f,2024-04-18 07:41:11.133546,2024-04-18 07:41:11.133546
412,455,11,1,1,gamification.karma.rank.access.all,t,t,f,f,f,2024-04-18 07:41:11.133546,2024-04-18 07:41:11.133546
413,455,10,1,1,gamification.karma.rank.access.all,t,t,f,f,f,2024-04-18 07:41:11.133546,2024-04-18 07:41:11.133546
414,455,1,1,1,gamification.karma.rank.access.all,t,t,f,f,f,2024-04-18 07:41:11.133546,2024-04-18 07:41:11.133546
415,455,4,1,1,gamification.karma.rank.access.user.manager,t,t,t,t,t,2024-04-18 07:41:11.133546,2024-04-18 07:41:11.133546
416,456,,1,1,gamification.karma.tracking.access.all,t,f,f,f,f,2024-04-18 07:41:11.133546,2024-04-18 07:41:11.133546
417,456,4,1,1,gamification.karma.tracking.access.user.manager,t,t,t,t,t,2024-04-18 07:41:11.133546,2024-04-18 07:41:11.133546
418,457,1,1,1,access.gamification.goal.wizard,t,t,t,t,f,2024-04-18 07:41:11.133546,2024-04-18 07:41:11.133546
419,458,1,1,1,access.gamification.badge.user.wizard,t,t,t,t,f,2024-04-18 07:41:11.133546,2024-04-18 07:41:11.133546
420,459,1,1,1,access.link.tracker.user,t,t,f,f,f,2024-04-18 07:41:13.228849,2024-04-18 07:41:13.228849
421,459,11,1,1,access.link.tracker.public,t,f,f,f,f,2024-04-18 07:41:13.228849,2024-04-18 07:41:13.228849
422,459,4,1,1,access.link.tracker.system,t,t,t,t,t,2024-04-18 07:41:13.228849,2024-04-18 07:41:13.228849
423,460,1,1,1,access.link.tracker.code.user,t,t,f,f,f,2024-04-18 07:41:13.228849,2024-04-18 07:41:13.228849
424,460,11,1,1,access.link.tracker.code.public,t,f,f,f,f,2024-04-18 07:41:13.228849,2024-04-18 07:41:13.228849
425,460,4,1,1,access.link.tracker.code.system,t,t,t,t,t,2024-04-18 07:41:13.228849,2024-04-18 07:41:13.228849
426,461,1,1,1,access.link.tracker.click.user,t,t,f,f,f,2024-04-18 07:41:13.228849,2024-04-18 07:41:13.228849
427,461,11,1,1,access.link.tracker.click.public,t,f,f,f,f,2024-04-18 07:41:13.228849,2024-04-18 07:41:13.228849
428,461,4,1,1,access.link.tracker.click.system,t,t,t,t,t,2024-04-18 07:41:13.228849,2024-04-18 07:41:13.228849
429,462,1,1,1,rating.rating.user,t,t,t,t,f,2024-04-18 07:41:13.778965,2024-04-18 07:41:13.778965
430,462,11,1,1,rating.rating.public,t,f,f,f,f,2024-04-18 07:41:13.778965,2024-04-18 07:41:13.778965
431,462,10,1,1,rating.rating.portal,t,f,f,f,f,2024-04-18 07:41:13.778965,2024-04-18 07:41:13.778965
432,462,4,1,1,rating.rating.access.system,t,t,t,t,t,2024-04-18 07:41:13.778965,2024-04-18 07:41:13.778965
433,465,,1,1,survey.survey.all,t,f,f,f,f,2024-04-18 07:41:14.668723,2024-04-18 07:41:14.668723
434,465,1,1,1,survey.survey.user,t,f,f,f,f,2024-04-18 07:41:14.668723,2024-04-18 07:41:14.668723
435,465,27,1,1,survey.survey.survey.user,t,t,t,t,t,2024-04-18 07:41:14.668723,2024-04-18 07:41:14.668723
436,465,28,1,1,survey.survey.survey.manager,t,t,t,t,t,2024-04-18 07:41:14.668723,2024-04-18 07:41:14.668723
437,466,,1,1,survey.question.all,t,f,f,f,f,2024-04-18 07:41:14.668723,2024-04-18 07:41:14.668723
438,466,1,1,1,survey.question.user,t,f,f,f,f,2024-04-18 07:41:14.668723,2024-04-18 07:41:14.668723
439,466,27,1,1,survey.question.survey.user,t,t,t,t,t,2024-04-18 07:41:14.668723,2024-04-18 07:41:14.668723
440,466,28,1,1,survey.question.survey.manager,t,t,t,t,t,2024-04-18 07:41:14.668723,2024-04-18 07:41:14.668723
441,467,,1,1,survey.question.answer.all,t,f,f,f,f,2024-04-18 07:41:14.668723,2024-04-18 07:41:14.668723
442,467,1,1,1,survey.question.answer.user,t,f,f,f,f,2024-04-18 07:41:14.668723,2024-04-18 07:41:14.668723
443,467,27,1,1,survey.question.answer.survey.user,t,t,t,t,t,2024-04-18 07:41:14.668723,2024-04-18 07:41:14.668723
444,467,28,1,1,survey.question.answer.survey.manager,t,t,t,t,t,2024-04-18 07:41:14.668723,2024-04-18 07:41:14.668723
