id,model_id,create_uid,write_uid,name,domain_force,active,perm_read,perm_write,perm_create,perm_unlink,global,create_date,write_date
141,491,1,1,Project/milestone portal users: portal user can read with project sharing feature,"[
            ('project_id.privacy_visibility', '=', 'portal'),
            ('project_id.collaborator_ids.partner_id', 'in', [user.partner_id.id]),
        ]",t,t,t,t,t,f,2024-04-18 07:41:22.122125,2024-04-18 07:41:22.122125
142,166,1,1,Manager can manage project/task plans,"[('res_model', 'in', ('project.project', 'project.task'))]",t,f,t,t,t,f,2024-04-18 07:41:22.122125,2024-04-18 07:41:22.122125
143,167,1,1,Manager can manage project/task plan templates,"[('plan_id.res_model', 'in', ('project.project', 'project.task'))]",t,f,t,t,t,f,2024-04-18 07:41:22.122125,2024-04-18 07:41:22.122125
144,374,1,1,SMS Template: project manager CUD on project/task,"[('model_id.model', 'in', ('project.task.type', 'project.project.stage'))]",t,f,t,t,t,f,2024-04-18 07:41:27.401392,2024-04-18 07:41:27.401392
145,490,1,1,Project/Task: employees: Full access to own private task only,"[('project_id', '=', False), ('user_ids', 'in', user.id), ('parent_id', '=', False)]",t,t,t,t,t,f,2024-04-18 07:41:27.909977,2024-04-18 07:41:27.909977
146,490,1,1,Project/Task: project users: follow required for follower-only projects,"[
            '|',
                '&',
                    ('project_id', '!=', False),
                    '|',
                        ('project_id.privacy_visibility', '!=', 'followers'),
                        ('project_id.message_partner_ids', 'in', [user.partner_id.id]),
                '|',
                    ('message_partner_ids', 'in', [user.partner_id.id]),
                    # to subscribe check access to the record, follower is not enough at creation
                    ('user_ids', 'in', user.id)
        ]",t,f,t,t,t,f,2024-04-18 07:41:27.909977,2024-04-18 07:41:27.909977
147,504,1,1,Student Activity Logs,"['|', ('student_id.user_id','=',user.id), ('student_id.user_id','in',user.child_ids.ids)]
            ",t,t,t,t,t,f,2024-04-18 07:41:54.831853,2024-04-18 07:41:54.831853
148,504,1,1,Faculty Activity Logs,"['|', ('faculty_id.user_id','=',user.id), ('faculty_id.user_id','in',user.child_ids.ids)]
            ",t,t,t,t,t,f,2024-04-18 07:41:54.831853,2024-04-18 07:41:54.831853
149,504,1,1,Back Office Activity Logs,"[(1,'=',1)]",t,t,t,t,t,f,2024-04-18 07:41:54.831853,2024-04-18 07:41:54.831853
150,514,1,1,Product multi-company," ['|', ('company_id', 'parent_of', company_ids), ('company_id', '=', False)]",t,t,t,t,t,t,2024-04-18 07:46:34.742613,2024-04-18 07:46:34.742613
151,521,1,1,Product multi-company," ['|', ('company_id', 'parent_of', company_ids), ('company_id', '=', False)]",t,t,t,t,t,t,2024-04-18 07:46:34.742613,2024-04-18 07:46:34.742613
154,525,1,1,product supplierinfo company rule,"['|', ('company_id', '=', False), ('company_id', 'parent_of', company_ids)]",t,t,t,t,t,t,2024-04-18 07:46:34.742613,2024-04-18 07:46:34.742613
155,522,1,1,product packaging company rule,"['|', ('company_id', '=', False), ('company_id', 'parent_of', company_ids)]",t,t,t,t,t,t,2024-04-18 07:46:34.742613,2024-04-18 07:46:34.742613
156,538,1,1,All Salesteam,"[(1,'=',1)]",t,t,t,t,t,f,2024-04-18 07:46:37.983166,2024-04-18 07:46:37.983166
157,538,1,1,Sales Team multi-company,"[('company_id', 'in', company_ids + [False])]",t,t,t,t,t,t,2024-04-18 07:46:37.983166,2024-04-18 07:46:37.983166
158,541,1,1,Event: multi-company,"[('company_id', 'in', company_ids + [False])]",t,t,t,t,t,t,2024-04-18 07:46:39.43159,2024-04-18 07:46:39.43159
159,545,1,1,Event/Registration: multi-company,"[('company_id', 'in', company_ids + [False])]",t,t,t,t,t,t,2024-04-18 07:46:39.43159,2024-04-18 07:46:39.43159
160,550,1,1,Event/Ticket: multi-company,"[('event_id.company_id', 'in', company_ids + [False])]",t,t,t,t,t,t,2024-04-18 07:46:39.43159,2024-04-18 07:46:39.43159
161,552,1,1,Access providers in own companies only,"[('company_id', 'parent_of', company_ids)]",t,t,t,t,t,t,2024-04-18 07:46:42.355457,2024-04-18 07:46:42.355457
162,554,1,1,Access transactions in own companies only,"[('company_id', 'in', company_ids)]",t,t,t,t,t,t,2024-04-18 07:46:42.355457,2024-04-18 07:46:42.355457
163,553,1,1,Users can access only their own tokens,"[('partner_id', '=', user.partner_id.id)]",t,t,t,t,t,f,2024-04-18 07:46:42.355457,2024-04-18 07:46:42.355457
164,553,1,1,Access tokens in own companies only,"[('company_id', 'parent_of', company_ids)]",t,t,t,t,t,t,2024-04-18 07:46:42.355457,2024-04-18 07:46:42.355457
165,555,1,1,Payment Capture Wizard,"[('create_uid', '=', user.id)]",t,t,t,t,t,t,2024-04-18 07:46:42.355457,2024-04-18 07:46:42.355457
166,446,1,1,account.analytic.line.billing.user,"[(1, '=', 1)]",t,t,t,t,t,f,2024-04-18 07:46:48.92483,2024-04-18 07:46:48.92483
167,577,1,1,Account Entry,"[('company_id', 'in', company_ids)]",t,t,t,t,t,t,2024-04-18 07:46:48.92483,2024-04-18 07:46:48.92483
168,578,1,1,Entry lines,"[('company_id', 'in', company_ids)]",t,t,t,t,t,t,2024-04-18 07:46:48.92483,2024-04-18 07:46:48.92483
169,567,1,1,Journal Group multi-company,"[('company_id', 'parent_of', company_ids)]",t,t,t,t,t,t,2024-04-18 07:46:48.92483,2024-04-18 07:46:48.92483
170,568,1,1,Journal multi-company,"[('company_id', 'parent_of', company_ids)]",t,t,t,t,t,t,2024-04-18 07:46:48.92483,2024-04-18 07:46:48.92483
171,564,1,1,Account multi-company,"[('company_id', 'parent_of', company_ids)]",t,t,t,t,t,t,2024-04-18 07:46:48.92483,2024-04-18 07:46:48.92483
172,565,1,1,Account Group multi-company,"[('company_id', 'parent_of', company_ids)]",t,t,t,t,t,t,2024-04-18 07:46:48.92483,2024-04-18 07:46:48.92483
152,523,1,1,product pricelist company rule," ['|', ('company_id', 'parent_of', company_ids), ('company_id', '=', False)]",f,t,t,t,t,t,2024-04-18 07:46:34.742613,2024-04-18 07:47:35.565337
153,524,1,1,product pricelist item company rule," ['|', ('company_id', 'parent_of', company_ids), ('company_id', '=', False)]",f,t,t,t,t,t,2024-04-18 07:46:34.742613,2024-04-18 07:47:35.565337
173,566,1,1,Account Root multi-company,"['|',('company_id','=',False), ('company_id', 'parent_of', company_ids)]",t,t,t,t,t,t,2024-04-18 07:46:48.92483,2024-04-18 07:46:48.92483
174,569,1,1,Tax group multi-company,"[('company_id', 'parent_of', company_ids)]",t,t,t,t,t,t,2024-04-18 07:46:48.92483,2024-04-18 07:46:48.92483
175,570,1,1,Tax multi-company,"[('company_id', 'parent_of', company_ids)]",t,t,t,t,t,t,2024-04-18 07:46:48.92483,2024-04-18 07:46:48.92483
176,571,1,1,Tax Repartition multi-company,"['|',('company_id','=',False), ('company_id', 'parent_of', company_ids)]",t,t,t,t,t,t,2024-04-18 07:46:48.92483,2024-04-18 07:46:48.92483
177,607,1,1,Invoice Analysis multi-company,"[('company_id', 'in', company_ids)]",t,t,t,t,t,t,2024-04-18 07:46:48.92483,2024-04-18 07:46:48.92483
178,559,1,1,Account fiscal Mapping company rule,"[('company_id', 'parent_of', company_ids)]",t,t,t,t,t,t,2024-04-18 07:46:48.92483,2024-04-18 07:46:48.92483
179,584,1,1,Account bank statement company rule,"[('company_id', 'in', company_ids + [False])]",t,t,t,t,t,t,2024-04-18 07:46:48.92483,2024-04-18 07:46:48.92483
180,585,1,1,Account bank statement line company rule,"[('company_id', 'in', company_ids)]",t,t,t,t,t,t,2024-04-18 07:46:48.92483,2024-04-18 07:46:48.92483
181,574,1,1,Account reconcile model template company rule,"[('company_id', 'parent_of', company_ids)]",t,t,t,t,t,t,2024-04-18 07:46:48.92483,2024-04-18 07:46:48.92483
182,573,1,1,Account reconcile model_line template company rule,"[('company_id', 'parent_of', company_ids)]",t,t,t,t,t,t,2024-04-18 07:46:48.92483,2024-04-18 07:46:48.92483
183,581,1,1,Account payment company rule,"[('company_id', 'in', company_ids)]",t,t,t,t,t,t,2024-04-18 07:46:48.92483,2024-04-18 07:46:48.92483
184,575,1,1,Account payment term company rule,"[('company_id', 'in', company_ids + [False])]",t,t,t,t,t,t,2024-04-18 07:46:48.92483,2024-04-18 07:46:48.92483
185,577,1,1,All Journal Entries,"[(1, '=', 1)]",t,t,t,t,t,f,2024-04-18 07:46:48.92483,2024-04-18 07:46:48.92483
186,578,1,1,All Journal Items,"[(1, '=', 1)]",t,t,t,t,t,f,2024-04-18 07:46:48.92483,2024-04-18 07:46:48.92483
187,577,1,1,Portal Personal Account Invoices,"[('state', 'not in', ('cancel', 'draft')), ('move_type', 'in', ('out_invoice', 'out_refund', 'in_invoice', 'in_refund')), ('message_partner_ids','child_of',[user.commercial_partner_id.id])]",t,t,t,t,t,f,2024-04-18 07:46:48.92483,2024-04-18 07:46:48.92483
188,578,1,1,Portal Invoice Lines,"[('parent_state', 'not in', ('cancel', 'draft')), ('move_id.move_type', 'in', ('out_invoice', 'out_refund', 'in_invoice', 'in_refund')), ('move_id.message_partner_ids','child_of',[user.commercial_partner_id.id])]",t,t,t,t,t,f,2024-04-18 07:46:48.92483,2024-04-18 07:46:48.92483
189,577,1,1,Readonly Move,"[(1, '=', 1)]",t,t,f,f,f,f,2024-04-18 07:46:48.92483,2024-04-18 07:46:48.92483
190,578,1,1,Readonly Move Line,"[(1, '=', 1)]",t,t,f,f,f,f,2024-04-18 07:46:48.92483,2024-04-18 07:46:48.92483
191,577,1,1,Readonly Move,"[(1, '=', 1)]",t,t,t,t,t,f,2024-04-18 07:46:48.92483,2024-04-18 07:46:48.92483
192,578,1,1,Readonly Move Line,"[(1, '=', 1)]",t,t,t,t,t,f,2024-04-18 07:46:48.92483,2024-04-18 07:46:48.92483
193,602,1,1,Readonly Invoice Send and Print,"[(1, '=', 1)]",t,t,t,t,t,f,2024-04-18 07:46:48.92483,2024-04-18 07:46:48.92483
194,594,1,1,Report External Value multi-company,"[('company_id', 'in', company_ids)]",t,t,t,t,t,t,2024-04-18 07:46:48.92483,2024-04-18 07:46:48.92483
195,88,1,1,Billing: Allow accessing employee bank accounts,"[(1, '=', 1)]",t,t,t,t,t,f,2024-04-18 07:46:48.92483,2024-04-18 07:46:48.92483
196,374,1,1,SMS Template: event manager CUD on event / registrations templates,"[('model_id.model', 'in', ('event.event', 'event.registration'))]",t,f,t,t,t,f,2024-04-18 07:46:59.97732,2024-04-18 07:46:59.97732
197,203,1,1,discuss.channel: livechat manager can read all livechat channels,"[('channel_type', '=', 'livechat')]",t,t,f,f,f,f,2024-04-18 07:47:00.687459,2024-04-18 07:47:00.687459
198,201,1,1,discuss.channel.member: livechat manager can read all livechat channel members,"[('channel_id.channel_type', '=', 'livechat')]",t,t,f,f,f,f,2024-04-18 07:47:00.687459,2024-04-18 07:47:00.687459
199,553,1,1,Access every token,"[(1, '=', 1)]",t,t,t,t,t,f,2024-04-18 07:47:04.324243,2024-04-18 07:47:04.324243
200,617,1,1,website_livechat.channel.public,"[('website_published', '=', True)]",t,t,f,f,f,f,2024-04-18 07:47:10.923,2024-04-18 07:47:10.923
201,633,1,1,Sales Order multi-company,"[('company_id', 'in', company_ids)]",t,t,t,t,t,t,2024-04-18 07:47:12.503609,2024-04-18 07:47:12.503609
202,634,1,1,Sales Order Line multi-company,"[('company_id', 'in', company_ids)]",t,t,t,t,t,t,2024-04-18 07:47:12.503609,2024-04-18 07:47:12.503609
203,635,1,1,Sales Order Analysis multi-company,"[('company_id', 'in', company_ids)]",t,t,t,t,t,t,2024-04-18 07:47:12.503609,2024-04-18 07:47:12.503609
204,633,1,1,Portal Personal Quotations/Sales Orders,"[('message_partner_ids','child_of',[user.commercial_partner_id.id])]",t,t,t,f,t,f,2024-04-18 07:47:12.503609,2024-04-18 07:47:12.503609
205,634,1,1,Portal Sales Orders Line,"[('order_id.message_partner_ids','child_of',[user.commercial_partner_id.id])]",t,t,t,t,t,f,2024-04-18 07:47:12.503609,2024-04-18 07:47:12.503609
206,633,1,1,Personal Orders,"['|',('user_id','=',user.id),('user_id','=',False)]",t,t,t,t,t,f,2024-04-18 07:47:12.503609,2024-04-18 07:47:12.503609
207,633,1,1,All Orders,"[(1,'=',1)]",t,t,t,t,t,f,2024-04-18 07:47:12.503609,2024-04-18 07:47:12.503609
208,635,1,1,Personal Orders Analysis,"['|',('user_id','=',user.id),('user_id','=',False)]",t,t,t,t,t,f,2024-04-18 07:47:12.503609,2024-04-18 07:47:12.503609
209,635,1,1,All Orders Analysis,"[(1,'=',1)]",t,t,t,t,t,f,2024-04-18 07:47:12.503609,2024-04-18 07:47:12.503609
210,634,1,1,Personal Order Lines,"['|',('salesman_id','=',user.id),('salesman_id','=',False)]",t,t,t,t,t,f,2024-04-18 07:47:12.503609,2024-04-18 07:47:12.503609
211,634,1,1,All Orders Lines,"[(1,'=',1)]",t,t,t,t,t,f,2024-04-18 07:47:12.503609,2024-04-18 07:47:12.503609
212,607,1,1,Personal Invoices Analysis,"['|', ('invoice_user_id', '=', user.id), ('invoice_user_id', '=', False)]",t,t,t,t,t,f,2024-04-18 07:47:12.503609,2024-04-18 07:47:12.503609
213,607,1,1,All Invoices Analysis,"[(1, '=', 1)]",t,t,t,t,t,f,2024-04-18 07:47:12.503609,2024-04-18 07:47:12.503609
214,554,1,1,Access every payment transaction,"[(1, '=', 1)]",t,t,t,t,t,f,2024-04-18 07:47:12.503609,2024-04-18 07:47:12.503609
215,553,1,1,Access every payment token,"[(1, '=', 1)]",t,t,t,t,t,f,2024-04-18 07:47:12.503609,2024-04-18 07:47:12.503609
216,577,1,1,Personal Invoices,"[('move_type', 'in', ('out_invoice', 'out_refund')), '|', ('invoice_user_id', '=', user.id), ('invoice_user_id', '=', False)]",t,t,t,t,t,f,2024-04-18 07:47:12.503609,2024-04-18 07:47:12.503609
217,577,1,1,All Invoices,"[('move_type', 'in', ('out_invoice', 'out_refund'))]",t,t,t,t,t,f,2024-04-18 07:47:12.503609,2024-04-18 07:47:12.503609
218,578,1,1,Personal Invoice Lines,"[('move_id.move_type', 'in', ('out_invoice', 'out_refund')), '|', ('move_id.invoice_user_id', '=', user.id), ('move_id.invoice_user_id', '=', False)]",t,t,t,t,t,f,2024-04-18 07:47:12.503609,2024-04-18 07:47:12.503609
219,578,1,1,All Invoice Lines,"[('move_id.move_type', 'in', ('out_invoice', 'out_refund'))]",t,t,t,t,t,f,2024-04-18 07:47:12.503609,2024-04-18 07:47:12.503609
220,602,1,1,Personal Invoice Send and Print,"[('move_ids.move_type', 'in', ('out_invoice', 'out_refund')), '|', ('move_ids.invoice_user_id', '=', user.id), ('move_ids.invoice_user_id', '=', False)]",t,t,t,t,t,f,2024-04-18 07:47:12.503609,2024-04-18 07:47:12.503609
221,602,1,1,All Invoice Send and Print,"[('move_ids.move_type', 'in', ('out_invoice', 'out_refund'))]",t,t,t,t,t,f,2024-04-18 07:47:12.503609,2024-04-18 07:47:12.503609
222,638,1,1,Payment Provider Onboarding Wizard Rule,"[('create_uid', '=', user.id)]",t,t,t,t,t,t,2024-04-18 07:47:12.503609,2024-04-18 07:47:12.503609
223,639,1,1,Sales Advance Payment Invoice Rule,"[('create_uid', '=', user.id)]",t,t,t,t,t,t,2024-04-18 07:47:12.503609,2024-04-18 07:47:12.503609
224,640,1,1,Sales Order Cancel Rule,"[('create_uid', '=', user.id)]",t,t,t,t,t,t,2024-04-18 07:47:12.503609,2024-04-18 07:47:12.503609
225,636,1,1,Sales Mass Cancel Orders: access only your own wizard,"[('create_uid', '=', user.id)]",t,t,t,t,t,t,2024-04-18 07:47:12.503609,2024-04-18 07:47:12.503609
226,166,1,1,Manager can manage sale order plans,"[('res_model', '=', 'sale.order')]",t,f,t,t,t,f,2024-04-18 07:47:12.503609,2024-04-18 07:47:12.503609
227,167,1,1,Manager can manage sale order plan templates,"[('plan_id.res_model', '=', 'sale.order')]",t,f,t,t,t,f,2024-04-18 07:47:12.503609,2024-04-18 07:47:12.503609
228,541,1,1,Event: public/portal: published read,"[('website_published', '=', True)]",t,t,f,f,f,f,2024-04-18 07:47:17.105443,2024-04-18 07:47:17.105443
229,548,1,1,Event Tag: public/portal: color = published and category = published,"[('category_id.website_published', '=', True), ('color', '!=', False), ('color', '!=', 0)]",t,t,f,f,f,f,2024-04-18 07:47:17.105443,2024-04-18 07:47:17.105443
230,550,1,1,Event Ticket: public/portal: published read,"[('event_id.website_published', '=', True)]",t,t,f,f,f,f,2024-04-18 07:47:17.105443,2024-04-18 07:47:17.105443
231,642,1,1,Event Question: not event groups: event published read,"[('event_id.is_published', '=', True)]",t,t,f,f,f,f,2024-04-18 07:47:17.105443,2024-04-18 07:47:17.105443
232,642,1,1,Event Question: event user: read all,"[(1, '=', 1)]",t,t,f,f,f,f,2024-04-18 07:47:17.105443,2024-04-18 07:47:17.105443
233,643,1,1,Event Question Answer: not event groups: event published read,"[('question_id.event_id.is_published', '=', True)]",t,t,f,f,f,f,2024-04-18 07:47:17.105443,2024-04-18 07:47:17.105443
234,643,1,1,Event Question Answer: event user: read all,"[(1, '=', 1)]",t,t,f,f,f,f,2024-04-18 07:47:17.105443,2024-04-18 07:47:17.105443
235,646,1,1,Delivery Carrier multi-company,"[('company_id', 'in', company_ids + [False])]",t,t,t,t,t,t,2024-04-18 07:47:21.297424,2024-04-18 07:47:21.297424
236,651,1,1,Quotation Template multi-company,"[('company_id', 'in', company_ids + [False])]",t,t,t,t,t,t,2024-04-18 07:47:23.340948,2024-04-18 07:47:23.340948
237,374,1,1,SMS Template: sale manager CRUD on sale orders,"[('model_id.model', 'in', ('sale.order', 'res.partner'))]",t,t,t,t,t,f,2024-04-18 07:47:25.544127,2024-04-18 07:47:25.544127
238,661,1,1,Channel: always visible (sub rules exist),"[(1, '=', 1)]",t,t,t,t,t,t,2024-04-18 07:47:26.604362,2024-04-18 07:47:26.604362
239,661,1,1,Channel: public: restricted to public and published,"[('website_published', '=', True), ('visibility', '=', 'public')]",t,t,f,f,f,f,2024-04-18 07:47:26.604362,2024-04-18 07:47:26.604362
240,661,1,1,"Channel: portal/user: restricted to published, public or (invited) attendee, connected user","[
                '&',
                    ('website_published', '=', True),
                    '|',
                        ('visibility', 'in', ('public', 'connected')),
                        '|',
                            ('is_member_invited', '=', True),
                            ('is_member', '=', True),
                ]
            ",t,t,f,f,f,f,2024-04-18 07:47:26.604362,2024-04-18 07:47:26.604362
241,661,1,1,Channel: officer: read all,"[(1, '=', 1)]",t,t,f,f,f,f,2024-04-18 07:47:26.604362,2024-04-18 07:47:26.604362
242,661,1,1,Channel: officer: create/write own only,"[('user_id', '=', user.id)]",t,f,t,t,f,f,2024-04-18 07:47:26.604362,2024-04-18 07:47:26.604362
243,661,1,1,Channel: manager: crud all,"[(1, '=', 1)]",t,t,t,t,t,f,2024-04-18 07:47:26.604362,2024-04-18 07:47:26.604362
244,663,1,1,Channel Tag: public/portal: color = published,"['&', ('color', '!=', False), ('color', '!=', 0)]",t,t,f,f,f,f,2024-04-18 07:47:26.604362,2024-04-18 07:47:26.604362
245,656,1,1,Slide: always visible (sub rules exist),"[(1, '=', 1)]",t,t,t,t,t,t,2024-04-18 07:47:26.604362,2024-04-18 07:47:26.604362
246,656,1,1,Slide: public: restricted to published or public channel & (category or previewable),"[
                    ('channel_id.website_published', '=', True),
                    ('website_published', '=', True),
                    ('channel_id.visibility', '=', 'public'),
                    '|',
                        ('is_category','=', True),
                        ('is_preview', '=', True),
                ]
            ",t,t,f,f,f,f,2024-04-18 07:47:26.604362,2024-04-18 07:47:26.604362
247,656,1,1,"Slide: portal/user: restricted to published and connected user, (invited) attendee if course visible to attendees only","[
                '&',
                    '|',
                        ('user_id', '=', user.id),
                        '&',
                            ('website_published', '=', True),
                            ('channel_id.website_published', '=', True),
                    '|',
                        '&',
                            '|',
                                ('channel_id.visibility', 'in', ('public','connected')),
                                ('channel_id.is_member_invited', '=', True),
                            '|',
                                ('is_category', '=', True),
                                ('is_preview', '=', True),
                        ('channel_id.is_member', '=', True),
                ]
            ",t,t,f,f,f,f,2024-04-18 07:47:26.604362,2024-04-18 07:47:26.604362
248,656,1,1,Slide: officer: read all,"[(1, '=', 1)]",t,t,f,f,f,f,2024-04-18 07:47:26.604362,2024-04-18 07:47:26.604362
249,656,1,1,Slide: officer: create/write own only,"[('channel_id.user_id', '=', user.id)]",t,f,t,t,f,f,2024-04-18 07:47:26.604362,2024-04-18 07:47:26.604362
250,656,1,1,Slide: manager: crud all,"[(1, '=', 1)]",t,t,t,t,t,f,2024-04-18 07:47:26.604362,2024-04-18 07:47:26.604362
251,660,1,1,Channel Partner: officer: create/write/unlink own only,"[('channel_id.user_id', '=', user.id)]",t,f,t,t,t,f,2024-04-18 07:47:26.604362,2024-04-18 07:47:26.604362
252,660,1,1,Channel Partner: manager: crud all,"[(1, '=', 1)]",t,t,t,t,t,f,2024-04-18 07:47:26.604362,2024-04-18 07:47:26.604362
253,654,1,1,Slide Partner: officer: create/write/unlink own only,"[('channel_id.user_id', '=', user.id)]",t,f,t,t,t,f,2024-04-18 07:47:26.604362,2024-04-18 07:47:26.604362
254,654,1,1,Slide Partner: manager: crud all,"[(1, '=', 1)]",t,t,t,t,t,f,2024-04-18 07:47:26.604362,2024-04-18 07:47:26.604362
255,664,1,1,Resource: read restricted to channel members and channel responsible,"[('slide_id.channel_id.is_member', '=', True)]",t,t,f,f,f,f,2024-04-18 07:47:26.604362,2024-04-18 07:47:26.604362
256,664,1,1,Resource: officer: read all,"[(1, '=', 1)]",t,t,f,f,f,f,2024-04-18 07:47:26.604362,2024-04-18 07:47:26.604362
257,664,1,1,Resource: officer: crud own only,"[('slide_id.channel_id.user_id', '=', user.id)]",t,t,t,t,t,f,2024-04-18 07:47:26.604362,2024-04-18 07:47:26.604362
258,664,1,1,Resource: manager: crud all,"[(1, '=', 1)]",t,t,t,t,t,f,2024-04-18 07:47:26.604362,2024-04-18 07:47:26.604362
259,668,1,1,Event Sales Report multi-company,"[('company_id', 'in', company_ids + [False])]",t,t,t,t,t,t,2024-04-18 07:47:31.08894,2024-04-18 07:47:31.08894
260,514,1,1,Public product template,"[('website_published', '=', True), (""sale_ok"", ""="", True)]",t,t,f,f,f,f,2024-04-18 07:47:35.565337,2024-04-18 07:47:35.565337
261,523,1,1,product pricelist company rule,"['|', ('company_id', 'in', [False,website.company_id.id]), ('company_id', 'in', company_ids)]",t,t,t,t,t,t,2024-04-18 07:47:35.565337,2024-04-18 07:47:35.565337
262,524,1,1,product pricelist item company rule,"['|', ('company_id', 'in', [False,website.company_id.id]), ('company_id', 'in', company_ids)]",t,t,t,t,t,t,2024-04-18 07:47:35.565337,2024-04-18 07:47:35.565337
263,634,1,1,Project Manager Sales Orders Line,"[('state', '=', 'sale'), ('is_service', '=', True), '|', ('project_id','!=', False), ('task_id','!=', False)]",t,t,f,f,f,f,2024-04-18 07:47:42.969877,2024-04-18 07:47:42.969877
264,514,1,1,Product template linked to event: Public,"[('product_variant_ids.event_ticket_ids.event_id.website_published', '=', True)]",t,t,f,f,f,f,2024-04-18 07:47:45.926417,2024-04-18 07:47:45.926417
265,682,1,1,Student Assignment Submission Line Rule,"['|', ('student_id.user_id','=',user.id), ('student_id.user_id','in',
                user.child_ids.ids)]
            ",t,t,t,t,t,f,2024-04-18 07:56:51.447522,2024-04-18 07:56:51.447522
266,681,1,1,User Assignment rule,"[('faculty_id.user_id','=',user.id)]",t,t,t,t,t,f,2024-04-18 07:56:51.447522,2024-04-18 07:56:51.447522
267,682,1,1,User Assignment Submission Line Rule,"[('assignment_id.faculty_id.user_id','=',user.id)]",t,t,t,t,t,f,2024-04-18 07:56:51.447522,2024-04-18 07:56:51.447522
268,681,1,1,Manager Assignment rule,"[(1,'=',1)]",t,t,t,t,t,f,2024-04-18 07:56:51.447522,2024-04-18 07:56:51.447522
269,682,1,1,Manager Assignment Submission Line Rule,"[(1,'=',1)]",t,t,t,t,t,f,2024-04-18 07:56:51.447522,2024-04-18 07:56:51.447522
270,698,1,1,Student Session rule,"['|', ('user_ids','in',user.id), ('user_ids','in',user.child_ids.ids)]",t,t,t,t,t,f,2024-04-18 07:58:28.826074,2024-04-18 07:58:28.826074
271,698,1,1,Manager Session Rule,"[(1,'=',1)]",t,t,t,t,t,f,2024-04-18 07:58:28.826074,2024-04-18 07:58:28.826074
272,698,1,1,User Session Rule,"[('faculty_id.user_id','=',user.id)]",t,t,t,t,t,f,2024-04-18 07:58:28.826074,2024-04-18 07:58:28.826074
273,706,1,1,Student Attendance,"['|', ('student_id.user_id','=',user.id),
                ('student_id.user_id','in',user.child_ids.ids)]
            ",t,t,t,t,t,f,2024-04-18 07:58:30.524114,2024-04-18 07:58:30.524114
274,706,1,1,User Attendance,"[(1, '=', 1)]",t,t,t,t,t,f,2024-04-18 07:58:30.524114,2024-04-18 07:58:30.524114
275,718,1,1,Student Marksheet,"['|', ('student_id.user_id','=',user.id),
                ('student_id.user_id','in',user.child_ids.ids)]
            ",t,t,t,t,t,f,2024-04-18 07:58:48.811597,2024-04-18 07:58:48.811597
276,718,1,1,Admin Marksheet,"[(1,""="",1)]",t,t,t,t,t,f,2024-04-18 07:58:48.811597,2024-04-18 07:58:48.811597
277,721,1,1,Student Result Line,"['|', ('student_id.user_id','=',user.id),
                ('student_id.user_id','in',user.child_ids.ids)]
            ",t,t,t,t,t,f,2024-04-18 07:58:48.811597,2024-04-18 07:58:48.811597
278,721,1,1,Admin Result Line,"[(1,'=',1)]",t,t,t,t,t,f,2024-04-18 07:58:48.811597,2024-04-18 07:58:48.811597
279,728,1,1,Parent Login rule,"['|', ('user_id','=',user.id), ('user_id','in',user.child_ids.ids)]",t,t,t,t,t,f,2024-04-18 10:42:36.031591,2024-04-18 10:42:36.031591
280,728,1,1,Backoffice Login rule,"[(1,'=',1)]",t,t,t,t,t,f,2024-04-18 10:42:36.031591,2024-04-18 10:42:36.031591
281,433,1,1,Student Parent Login rule,"['|', ('user_id','=',user.id), ('user_id','in',user.child_ids.ids)]",t,t,t,t,t,f,2024-04-18 10:42:36.031591,2024-04-18 10:42:36.031591
282,736,1,1,See Own media Queue Request,"['|', ('user_id','=',user.id), ('user_id', 'in', user.child_ids.ids)]",t,t,t,t,t,f,2024-04-18 10:42:39.074562,2024-04-18 10:42:39.074562
283,734,1,1,Media Movement For Group Student,"['|', ('user_id','=',user.id), ('user_id', 'in', user.child_ids.ids),
                ('state','in',['issue'])]
            ",t,t,t,t,t,f,2024-04-18 10:42:39.074562,2024-04-18 10:42:39.074562
284,734,1,1,Media Movement For Group Library,"[(1,'=',1)]",t,t,t,t,t,f,2024-04-18 10:42:39.074562,2024-04-18 10:42:39.074562
285,736,1,1,View Media Queue,"[(1,'=',1)]",t,t,t,t,t,f,2024-04-18 10:42:39.074562,2024-04-18 10:42:39.074562
